,t,x,y,etype,priority_s,id,F1-0-x,F1-0-y,F1-1-x,F1-1-y,F2-2-x,F2-2-y,F2-3-x,F2-3-y,P1-4-x,P1-4-y,P1-5-x,P1-5-y,P2-6-x,P2-6-y,P2-7-x,P2-7-y,H1-8-x,H1-8-y,H1-9-x,H1-9-y,H2-10-x,H2-10-y,H2-11-x,H2-11-y,points,done
153,144652.53057288929,83.23480428206568,119.22536908200505,medical,60,153,54.9481474395664,195.49586964650237,58.07245655556272,59.99133564734764,21.236786721819456,48.34757218729342,162.70177311121762,35.017825410341686,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,165.88093285059898,123.7039504728492,79.1533393718666,62.05491236717226,73.12127464259441,28.853471873786862,54.46964246296327,120.9659654060448,116.80637982359964,144.00238754984449,72.1207515413751,190.680735597103,1619,
300,144872.60056760366,128.6986526722639,65.69531085071681,fire,120,300,54.9481474395664,195.49586964650237,58.07245655556272,59.99133564734764,21.236786721819456,48.34757218729342,162.70177311121762,35.017825410341686,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,165.88093285059898,123.7039504728492,79.1533393718666,62.05491236717226,73.12127464259441,28.853471873786862,83.23480428206568,119.22536908200505,116.80637982359964,144.00238754984449,72.1207515413751,190.680735597103,1621,
411,145278.3833892281,186.89707785160147,144.33287571885813,police,60,411,54.9481474395664,195.49586964650237,58.07245655556272,59.99133564734764,21.236786721819456,48.34757218729342,128.6986526722639,65.69531085071681,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,165.88093285059898,123.7039504728492,79.1533393718666,62.05491236717226,73.12127464259441,28.853471873786862,83.23480428206568,119.22536908200505,116.80637982359964,144.00238754984449,72.1207515413751,190.680735597103,1625,
469,145770.43813292685,193.5572377093253,111.45735163985462,fire,60,469,54.9481474395664,195.49586964650237,58.07245655556272,59.99133564734764,21.236786721819456,48.34757218729342,128.6986526722639,65.69531085071681,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,186.89707785160147,144.33287571885813,79.1533393718666,62.05491236717226,73.12127464259441,28.853471873786862,83.23480428206568,119.22536908200505,116.80637982359964,144.00238754984449,72.1207515413751,190.680735597103,1632,
389,147817.0020939628,38.931060377543815,110.64458532423032,fire,60,389,54.9481474395664,195.49586964650237,58.07245655556272,59.99133564734764,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,186.89707785160147,144.33287571885813,79.1533393718666,62.05491236717226,73.12127464259441,28.853471873786862,83.23480428206568,119.22536908200505,116.80637982359964,144.00238754984449,72.1207515413751,190.680735597103,1665,
188,148209.94880248638,46.71248921157862,155.10889501985176,fire,60,188,54.9481474395664,195.49586964650237,38.931060377543815,110.64458532423032,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,186.89707785160147,144.33287571885813,79.1533393718666,62.05491236717226,73.12127464259441,28.853471873786862,83.23480428206568,119.22536908200505,116.80637982359964,144.00238754984449,72.1207515413751,190.680735597103,1670,
412,148645.1875640488,108.63817539765564,179.15209230804524,police,120,412,46.71248921157862,155.10889501985176,38.931060377543815,110.64458532423032,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,186.89707785160147,144.33287571885813,79.1533393718666,62.05491236717226,73.12127464259441,28.853471873786862,83.23480428206568,119.22536908200505,116.80637982359964,144.00238754984449,72.1207515413751,190.680735597103,1676,
149,148797.44572714533,93.87938898610204,88.09375962720205,fire,30,149,46.71248921157862,155.10889501985176,38.931060377543815,110.64458532423032,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,186.89707785160147,144.33287571885813,79.1533393718666,62.05491236717226,73.12127464259441,28.853471873786862,83.23480428206568,119.22536908200505,108.63817539765564,179.15209230804524,72.1207515413751,190.680735597103,1676,
422,148815.36514305676,107.03045537872092,144.62353564848468,fire,30,422,46.71248921157862,155.10889501985176,11.745310444084286,33.380930059117155,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,186.89707785160147,144.33287571885813,79.1533393718666,62.05491236717226,73.12127464259441,28.853471873786862,83.23480428206568,119.22536908200505,108.63817539765564,179.15209230804524,72.1207515413751,190.680735597103,1676,
326,149052.30099194022,143.70886555847054,58.254397555051575,fire,120,326,107.03045537872092,144.62353564848468,93.87938898610204,88.09375962720205,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,186.89707785160147,144.33287571885813,79.1533393718666,62.05491236717226,73.12127464259441,28.853471873786862,83.23480428206568,119.22536908200505,108.63817539765564,179.15209230804524,72.1207515413751,190.680735597103,1682,
125,149995.08266639593,185.77743368142436,115.15934568248282,police,120,125,107.03045537872092,144.62353564848468,143.70886555847054,58.254397555051575,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,186.89707785160147,144.33287571885813,79.1533393718666,62.05491236717226,73.12127464259441,28.853471873786862,83.23480428206568,119.22536908200505,108.63817539765564,179.15209230804524,72.1207515413751,190.680735597103,1695,
214,150225.53035149,146.47195358784765,18.026675149243783,police,120,214,107.03045537872092,144.62353564848468,143.70886555847054,58.254397555051575,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,73.12127464259441,28.853471873786862,83.23480428206568,119.22536908200505,108.63817539765564,179.15209230804524,72.1207515413751,190.680735597103,1696,
401,151249.23341074827,34.10241234933187,125.80504822907272,medical,120,401,107.03045537872092,144.62353564848468,143.70886555847054,58.254397555051575,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,146.47195358784765,18.026675149243783,83.23480428206568,119.22536908200505,108.63817539765564,179.15209230804524,72.1207515413751,190.680735597103,1711,
246,151726.527271673,142.43055928526138,76.18087976370416,medical,600,246,107.03045537872092,144.62353564848468,143.70886555847054,58.254397555051575,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,146.47195358784765,18.026675149243783,34.10241234933187,125.80504822907272,108.63817539765564,179.15209230804524,72.1207515413751,190.680735597103,1716,
167,152182.26389917586,4.14909124310674,152.95207600635524,police,300,167,107.03045537872092,144.62353564848468,142.43055928526138,76.18087976370416,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,146.47195358784765,18.026675149243783,34.10241234933187,125.80504822907272,108.63817539765564,179.15209230804524,72.1207515413751,190.680735597103,1714,
228,152238.61756619907,145.3198301114483,177.08275677991588,medical,60,228,107.03045537872092,144.62353564848468,142.43055928526138,76.18087976370416,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,146.47195358784765,18.026675149243783,4.14909124310674,152.95207600635524,108.63817539765564,179.15209230804524,72.1207515413751,190.680735597103,1710,
366,152354.12871215376,153.55632747153135,25.80659155937772,medical,60,366,107.03045537872092,144.62353564848468,142.43055928526138,76.18087976370416,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,146.47195358784765,18.026675149243783,4.14909124310674,152.95207600635524,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1710,
239,152630.67739547463,3.156216702232051,53.07350166499467,fire,120,239,107.03045537872092,144.62353564848468,142.43055928526138,76.18087976370416,21.236786721819456,48.34757218729342,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,153.55632747153135,25.80659155937772,4.14909124310674,152.95207600635524,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1713,
289,153985.48898869735,76.89649531649299,116.06588148223813,medical,60,289,107.03045537872092,144.62353564848468,142.43055928526138,76.18087976370416,3.156216702232051,53.07350166499467,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,153.55632747153135,25.80659155937772,4.14909124310674,152.95207600635524,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1733,
22,154454.2806312044,93.60997755693543,50.28282399636264,medical,60,22,76.89649531649299,116.06588148223813,142.43055928526138,76.18087976370416,3.156216702232051,53.07350166499467,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,153.55632747153135,25.80659155937772,4.14909124310674,152.95207600635524,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1739,
295,154972.01552967087,157.84538631273296,129.46107139386137,fire,60,295,76.89649531649299,116.06588148223813,93.60997755693543,50.28282399636264,3.156216702232051,53.07350166499467,193.5572377093253,111.45735163985462,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,153.55632747153135,25.80659155937772,4.14909124310674,152.95207600635524,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1746,
282,156141.8169828046,152.04305910937842,131.1018021037478,fire,120,282,76.89649531649299,116.06588148223813,93.60997755693543,50.28282399636264,3.156216702232051,53.07350166499467,157.84538631273296,129.46107139386137,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,153.55632747153135,25.80659155937772,4.14909124310674,152.95207600635524,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1764,
27,157845.07880477427,30.56785370992696,152.50216001503026,medical,600,27,76.89649531649299,116.06588148223813,93.60997755693543,50.28282399636264,3.156216702232051,53.07350166499467,152.04305910937842,131.1018021037478,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,153.55632747153135,25.80659155937772,4.14909124310674,152.95207600635524,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1790,
309,158266.33341501144,150.4782330222972,156.76007188696855,fire,120,309,76.89649531649299,116.06588148223813,93.60997755693543,50.28282399636264,3.156216702232051,53.07350166499467,152.04305910937842,131.1018021037478,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,153.55632747153135,25.80659155937772,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1788,
391,158382.38219317654,25.732678137843035,19.33629720494703,police,120,391,76.89649531649299,116.06588148223813,93.60997755693543,50.28282399636264,3.156216702232051,53.07350166499467,150.4782330222972,156.76007188696855,61.70809641088586,4.635259643270207,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,153.55632747153135,25.80659155937772,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1788,
362,158617.015591239,17.243096330386543,61.85814350569243,medical,600,362,76.89649531649299,116.06588148223813,93.60997755693543,50.28282399636264,3.156216702232051,53.07350166499467,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,153.55632747153135,25.80659155937772,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1789,
259,159038.19431479246,128.53983276596628,5.25076629071668,medical,600,259,76.89649531649299,116.06588148223813,93.60997755693543,50.28282399636264,17.243096330386543,61.85814350569243,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,153.55632747153135,25.80659155937772,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1787,
437,159310.91615888567,43.82572018706878,26.713756439360825,fire,60,437,76.89649531649299,116.06588148223813,93.60997755693543,50.28282399636264,17.243096330386543,61.85814350569243,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,128.53983276596628,5.25076629071668,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1782,
132,159644.48217068042,183.92353138055336,154.92829007431493,police,120,132,76.89649531649299,116.06588148223813,93.60997755693543,50.28282399636264,43.82572018706878,26.713756439360825,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,54.68497934265484,166.94478911533886,185.77743368142436,115.15934568248282,79.1533393718666,62.05491236717226,128.53983276596628,5.25076629071668,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1786,
202,160628.92752489806,48.165958371262604,182.56580320471096,fire,30,202,76.89649531649299,116.06588148223813,93.60997755693543,50.28282399636264,43.82572018706878,26.713756439360825,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,54.68497934265484,166.94478911533886,183.92353138055336,154.92829007431493,79.1533393718666,62.05491236717226,128.53983276596628,5.25076629071668,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1800,
87,161521.88225810925,132.67749525310884,24.925063132873547,police,300,87,48.165958371262604,182.56580320471096,93.60997755693543,50.28282399636264,43.82572018706878,26.713756439360825,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,54.68497934265484,166.94478911533886,183.92353138055336,154.92829007431493,79.1533393718666,62.05491236717226,128.53983276596628,5.25076629071668,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1814,
194,161548.83661530187,79.49666477715469,16.0630641158898,police,300,194,48.165958371262604,182.56580320471096,93.60997755693543,50.28282399636264,43.82572018706878,26.713756439360825,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,54.68497934265484,166.94478911533886,183.92353138055336,154.92829007431493,79.1533393718666,62.05491236717226,132.67749525310884,24.925063132873547,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1810,
465,162257.42127844712,85.4401164589087,99.1241574986042,police,300,465,48.165958371262604,182.56580320471096,93.60997755693543,50.28282399636264,43.82572018706878,26.713756439360825,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,54.68497934265484,166.94478911533886,183.92353138055336,154.92829007431493,79.49666477715469,16.0630641158898,132.67749525310884,24.925063132873547,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1816,
330,164765.8691486689,196.20788451031208,50.73005221384255,fire,60,330,48.165958371262604,182.56580320471096,93.60997755693543,50.28282399636264,43.82572018706878,26.713756439360825,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,85.4401164589087,99.1241574986042,183.92353138055336,154.92829007431493,79.49666477715469,16.0630641158898,132.67749525310884,24.925063132873547,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1852,
347,165243.24981935092,72.66222613019646,160.219195112434,medical,60,347,48.165958371262604,182.56580320471096,196.20788451031208,50.73005221384255,43.82572018706878,26.713756439360825,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,85.4401164589087,99.1241574986042,183.92353138055336,154.92829007431493,79.49666477715469,16.0630641158898,132.67749525310884,24.925063132873547,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.1207515413751,190.680735597103,1858,
0,165739.42616028347,5.002151044533387,55.00586367382385,fire,30,0,48.165958371262604,182.56580320471096,196.20788451031208,50.73005221384255,43.82572018706878,26.713756439360825,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,85.4401164589087,99.1241574986042,183.92353138055336,154.92829007431493,79.49666477715469,16.0630641158898,132.67749525310884,24.925063132873547,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.66222613019646,160.219195112434,1865,
80,166272.0666470971,79.93567687201218,196.229937439652,medical,120,80,48.165958371262604,182.56580320471096,196.20788451031208,50.73005221384255,5.002151044533387,55.00586367382385,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,85.4401164589087,99.1241574986042,183.92353138055336,154.92829007431493,79.49666477715469,16.0630641158898,132.67749525310884,24.925063132873547,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.66222613019646,160.219195112434,1873,
484,166327.20258014492,98.11911651615648,33.6467291903082,police,60,484,79.93567687201218,196.229937439652,196.20788451031208,50.73005221384255,5.002151044533387,55.00586367382385,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,85.4401164589087,99.1241574986042,183.92353138055336,154.92829007431493,79.49666477715469,16.0630641158898,132.67749525310884,24.925063132873547,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.66222613019646,160.219195112434,1872,
408,166745.71871986042,138.66266200596417,122.0153160157503,fire,30,408,79.93567687201218,196.229937439652,196.20788451031208,50.73005221384255,5.002151044533387,55.00586367382385,150.4782330222972,156.76007188696855,25.732678137843035,19.33629720494703,85.4401164589087,99.1241574986042,183.92353138055336,154.92829007431493,98.11911651615648,33.6467291903082,132.67749525310884,24.925063132873547,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.66222613019646,160.219195112434,1877,
243,166753.90534606267,6.230127902068783,199.71735101786535,police,120,243,79.93567687201218,196.229937439652,196.20788451031208,50.73005221384255,5.002151044533387,55.00586367382385,33.568053481213646,34.96937976432071,25.732678137843035,19.33629720494703,85.4401164589087,99.1241574986042,183.92353138055336,154.92829007431493,98.11911651615648,33.6467291903082,132.67749525310884,24.925063132873547,30.56785370992696,152.50216001503026,145.3198301114483,177.08275677991588,72.66222613019646,160.219195112434,1877,
450,167412.30805078478,84.07238777646558,198.5713197161758,police,120,450,79.93567687201218,196.229937439652,196.20788451031208,50.73005221384255,5.002151044533387,55.00586367382385,138.66266200596417,122.0153160157503,25.732678137843035,19.33629720494703,85.4401164589087,99.1241574986042,183.92353138055336,154.92829007431493,98.11911651615648,33.6467291903082,132.67749525310884,24.925063132873547,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,72.66222613019646,160.219195112434,1895,
302,167449.63353412005,84.68127326442074,72.36561926935691,police,120,302,79.93567687201218,196.229937439652,196.20788451031208,50.73005221384255,5.002151044533387,55.00586367382385,138.66266200596417,122.0153160157503,25.732678137843035,19.33629720494703,85.4401164589087,99.1241574986042,183.92353138055336,154.92829007431493,98.11911651615648,33.6467291903082,132.67749525310884,24.925063132873547,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,67.78100375431622,149.45616785770844,1895,
129,171466.33150616265,13.791347303928102,129.50865081136104,fire,60,129,79.93567687201218,196.229937439652,196.20788451031208,50.73005221384255,5.002151044533387,55.00586367382385,138.66266200596417,122.0153160157503,25.732678137843035,19.33629720494703,84.68127326442074,72.36561926935691,183.92353138055336,154.92829007431493,98.11911651615648,33.6467291903082,132.67749525310884,24.925063132873547,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,84.07238777646558,198.5713197161758,2024,
299,171625.43267604342,25.79033165431204,141.76680287421078,fire,60,299,79.93567687201218,196.229937439652,196.20788451031208,50.73005221384255,13.791347303928102,129.50865081136104,138.66266200596417,122.0153160157503,25.732678137843035,19.33629720494703,84.68127326442074,72.36561926935691,183.92353138055336,154.92829007431493,98.11911651615648,33.6467291903082,132.67749525310884,24.925063132873547,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,84.07238777646558,198.5713197161758,2025,
172,171741.65278817835,80.09045096273128,152.0999544115314,fire,60,172,79.93567687201218,196.229937439652,196.20788451031208,50.73005221384255,25.79033165431204,141.76680287421078,138.66266200596417,122.0153160157503,25.732678137843035,19.33629720494703,84.68127326442074,72.36561926935691,183.92353138055336,154.92829007431493,98.11911651615648,33.6467291903082,132.67749525310884,24.925063132873547,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,84.07238777646558,198.5713197161758,2025,
233,171789.65690566468,128.34089344664352,119.429191903909,fire,30,233,80.09045096273128,152.0999544115314,196.20788451031208,50.73005221384255,25.79033165431204,141.76680287421078,138.66266200596417,122.0153160157503,25.732678137843035,19.33629720494703,84.68127326442074,72.36561926935691,183.92353138055336,154.92829007431493,98.11911651615648,33.6467291903082,132.67749525310884,24.925063132873547,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,84.07238777646558,198.5713197161758,2025,
116,171849.536971933,16.789492432400046,85.72255393221897,police,60,116,80.09045096273128,152.0999544115314,196.20788451031208,50.73005221384255,25.79033165431204,141.76680287421078,128.34089344664352,119.429191903909,25.732678137843035,19.33629720494703,84.68127326442074,72.36561926935691,183.92353138055336,154.92829007431493,98.11911651615648,33.6467291903082,132.67749525310884,24.925063132873547,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,84.07238777646558,198.5713197161758,2025,
298,172008.25787677045,183.34929101142404,62.04634751036242,medical,600,298,80.09045096273128,152.0999544115314,196.20788451031208,50.73005221384255,25.79033165431204,141.76680287421078,128.34089344664352,119.429191903909,16.789492432400046,85.72255393221897,84.68127326442074,72.36561926935691,183.92353138055336,154.92829007431493,98.11911651615648,33.6467291903082,132.67749525310884,24.925063132873547,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,84.07238777646558,198.5713197161758,2026,
135,173194.45153947192,67.27932397827504,98.8613007231844,police,60,135,80.09045096273128,152.0999544115314,183.34929101142404,62.04634751036242,25.79033165431204,141.76680287421078,128.34089344664352,119.429191903909,16.789492432400046,85.72255393221897,84.68127326442074,72.36561926935691,183.92353138055336,154.92829007431493,98.11911651615648,33.6467291903082,132.67749525310884,24.925063132873547,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,84.07238777646558,198.5713197161758,2035,
466,174011.9824140912,157.1609191961036,63.74689146326244,police,120,466,80.09045096273128,152.0999544115314,183.34929101142404,62.04634751036242,25.79033165431204,141.76680287421078,128.34089344664352,119.429191903909,16.789492432400046,85.72255393221897,67.27932397827504,98.8613007231844,183.92353138055336,154.92829007431493,98.11911651615648,33.6467291903082,132.67749525310884,24.925063132873547,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,84.07238777646558,198.5713197161758,2047,
446,174381.39100933415,61.63391280663024,4.354091578645569,police,60,446,80.09045096273128,152.0999544115314,183.34929101142404,62.04634751036242,25.79033165431204,141.76680287421078,128.34089344664352,119.429191903909,16.789492432400046,85.72255393221897,67.27932397827504,98.8613007231844,183.92353138055336,154.92829007431493,98.11911651615648,33.6467291903082,157.1609191961036,63.74689146326244,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,84.07238777646558,198.5713197161758,2051,
95,174388.6378084177,44.928133199457655,39.82598654531533,fire,30,95,80.09045096273128,152.0999544115314,183.34929101142404,62.04634751036242,25.79033165431204,141.76680287421078,128.34089344664352,119.429191903909,16.789492432400046,85.72255393221897,67.27932397827504,98.8613007231844,183.92353138055336,154.92829007431493,15.196874695469704,5.211269175393776,157.1609191961036,63.74689146326244,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,84.07238777646558,198.5713197161758,2051,
42,174536.09065842375,196.83304227319323,19.683574230391777,police,300,42,80.09045096273128,152.0999544115314,183.34929101142404,62.04634751036242,44.928133199457655,39.82598654531533,128.34089344664352,119.429191903909,16.789492432400046,85.72255393221897,67.27932397827504,98.8613007231844,183.92353138055336,154.92829007431493,61.63391280663024,4.354091578645569,157.1609191961036,63.74689146326244,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,84.07238777646558,198.5713197161758,2053,
472,174615.76182848273,120.58440899781516,174.72409169790794,fire,120,472,80.09045096273128,152.0999544115314,183.34929101142404,62.04634751036242,44.928133199457655,39.82598654531533,128.34089344664352,119.429191903909,16.789492432400046,85.72255393221897,67.27932397827504,98.8613007231844,183.92353138055336,154.92829007431493,61.63391280663024,4.354091578645569,196.83304227319323,19.683574230391777,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,84.07238777646558,198.5713197161758,2050,
219,174806.0948938208,79.48229904065987,169.14889634339158,medical,120,219,120.58440899781516,174.72409169790794,183.34929101142404,62.04634751036242,44.928133199457655,39.82598654531533,128.34089344664352,119.429191903909,16.789492432400046,85.72255393221897,67.27932397827504,98.8613007231844,183.92353138055336,154.92829007431493,61.63391280663024,4.354091578645569,196.83304227319323,19.683574230391777,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,84.07238777646558,198.5713197161758,2051,
311,175817.12905687196,114.0838786727783,88.11948070180411,police,120,311,120.58440899781516,174.72409169790794,183.34929101142404,62.04634751036242,44.928133199457655,39.82598654531533,128.34089344664352,119.429191903909,16.789492432400046,85.72255393221897,67.27932397827504,98.8613007231844,183.92353138055336,154.92829007431493,61.63391280663024,4.354091578645569,196.83304227319323,19.683574230391777,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,79.48229904065987,169.14889634339158,2065,
114,176033.57659934825,80.86333382752741,33.00894624070176,police,60,114,120.58440899781516,174.72409169790794,183.34929101142404,62.04634751036242,44.928133199457655,39.82598654531533,128.34089344664352,119.429191903909,16.789492432400046,85.72255393221897,114.0838786727783,88.11948070180411,183.92353138055336,154.92829007431493,61.63391280663024,4.354091578645569,196.83304227319323,19.683574230391777,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,79.48229904065987,169.14889634339158,2066,
23,176329.4599384896,22.91034859673733,176.9576900258218,police,300,23,120.58440899781516,174.72409169790794,183.34929101142404,62.04634751036242,44.928133199457655,39.82598654531533,128.34089344664352,119.429191903909,16.789492432400046,85.72255393221897,114.0838786727783,88.11948070180411,183.92353138055336,154.92829007431493,80.86333382752741,33.00894624070176,196.83304227319323,19.683574230391777,6.230127902068783,199.71735101786535,145.3198301114483,177.08275677991588,79.48229904065987,169.14889634339158,2069,
201,176722.65625462716,36.01137723026222,35.01387101258091,medical,120,201,120.58440899781516,174.72409169790794,183.34929101142404,62.04634751036242,44.928133199457655,39.82598654531533,128.34089344664352,119.429191903909,16.789492432400046,85.72255393221897,114.0838786727783,88.11948070180411,183.92353138055336,154.92829007431493,80.86333382752741,33.00894624070176,196.83304227319323,19.683574230391777,22.91034859673733,176.9576900258218,145.3198301114483,177.08275677991588,79.48229904065987,169.14889634339158,2070,
244,177836.4709793307,98.05377082884506,181.94016582304587,fire,30,244,120.58440899781516,174.72409169790794,183.34929101142404,62.04634751036242,36.01137723026222,35.01387101258091,128.34089344664352,119.429191903909,16.789492432400046,85.72255393221897,114.0838786727783,88.11948070180411,183.92353138055336,154.92829007431493,80.86333382752741,33.00894624070176,196.83304227319323,19.683574230391777,22.91034859673733,176.9576900258218,145.3198301114483,177.08275677991588,79.48229904065987,169.14889634339158,2086,
